número,fecha_dictamen
96223-51576-HB,2007-01-07
49671-94135-MH,2017-12-28
72038-92048-DF,2011-10-06
27796-75870-GE,2015-05-31
57426-85560-OB,2010-07-21
89410-5664-EL,2010-12-17
93131-77659-BH,2013-11-27
62427-92793-II,1995-11-04
47099-29636-OA,2018-07-01
33451-87161-EH,2019-05-24
84597-18292-EJ,2007-02-27
54684-70570-LK,2014-11-27
41905-10024-GA,2019-07-05
6325-11636-LK,2007-04-26
93802-63821-GH,2007-10-17
61070-77944-LG,2013-02-13
58410-8552-JI,2003-08-23
62712-5912-GD,2018-09-16
73128-70254-KL,1982-03-05
76287-5334-BD,2005-04-28
56987-44515-AN,2018-06-29
8616-27903-JI,2009-06-09
46248-17712-BD,2015-04-18
65129-3293-FK,2009-05-21
96569-55924-NN,2004-04-11
47054-95858-NL,2019-05-15
95420-67304-LL,1996-05-03
9661-80290-GL,2015-09-26
70843-65615-DA,1996-04-26
45834-25510-OI,2018-12-08
85687-63026-GB,2017-03-03
72601-6841-DJ,2016-02-02
15173-13427-BD,2019-07-23
74926-58176-ME,2011-06-20
85848-72091-FJ,2013-08-03
16638-41862-BB,2016-04-03
46254-45131-DB,2019-08-01
93658-31767-BL,1982-06-15
32387-9760-DA,2007-05-06
44408-96763-GN,1981-05-09
8747-4018-MD,2019-07-05
8780-34116-FN,2013-06-22
43268-88910-MN,2016-07-08
1397-11807-GJ,2015-09-19
57017-63849-ML,2018-07-29
86867-66603-OL,2005-06-09
23526-90027-BM,2000-06-02
4050-46473-HH,2017-05-23
57503-12986-NA,1992-02-09
25055-74501-DG,2005-11-06
64407-51428-LI,2018-01-03
63875-39677-HG,2010-11-21
77573-93529-KH,2004-11-13
56501-31047-IB,2003-03-08
60730-39074-FL,2019-01-14
87494-23953-NM,2015-07-06
98539-55635-JB,2017-10-24
19200-16736-MJ,2000-12-03
57159-60476-BI,2004-07-05
25900-17295-EB,2014-04-25
19087-37387-HG,2010-09-19
48535-68043-JF,2004-06-05
85683-84718-LD,2007-10-08
60964-94646-BL,2019-05-29
55781-8711-FN,2018-02-14
6545-68353-ML,2012-09-28
1379-18514-AM,2019-07-19
54965-29995-EM,2011-02-15
64301-12411-OJ,2001-12-25
89898-83193-HF,2018-12-16
70516-6436-BE,2012-02-04
12571-28336-FI,2018-02-02
32646-14810-MB,2004-01-08
69077-37970-BJ,2012-09-09
52403-50019-OB,2017-01-28
20999-49345-KB,1990-10-26
21122-72596-GM,1991-04-21
82512-86188-LD,2007-10-05
7403-83772-OB,2004-03-03
17530-98930-AK,2018-03-14
10853-13171-HL,2012-08-28
41911-16387-IE,1990-06-04
38452-25143-GO,1972-05-26
43128-81227-KH,2018-01-13
64771-74476-JO,2013-03-05
60222-14488-FJ,2016-02-16
67711-55336-EA,2009-11-22
52031-28209-HE,2017-06-27
79951-46236-BE,2016-01-17
57796-60925-GF,2018-11-29
92361-15005-JB,1993-09-28
74647-31249-FH,2008-01-30
89258-33924-DB,2018-09-17
1646-5815-NJ,2016-08-28
56914-11995-LA,2018-07-08
99622-78099-HN,2009-11-22
6781-80663-KI,2010-10-07
63706-61545-JB,2000-09-04
65237-18957-BA,2016-05-22
66072-28996-FM,2006-05-07
40696-66037-AK,2000-12-28
58215-57561-ML,2002-01-17
4098-33364-EL,2012-05-21
21288-52634-BG,2018-09-25
72057-22081-MM,2010-01-22
39807-16755-BM,2019-04-10
70507-50065-OA,2016-04-30
65830-24020-GL,1996-12-04
6626-75506-EN,2017-11-05
85567-68485-DD,2019-06-16
95742-41232-BL,2011-05-18
6328-47444-EE,1979-06-12
95008-82783-DE,1991-09-02
36649-77004-OL,2018-06-14
1076-87385-IL,1971-04-02
4920-68528-DL,2017-02-04
66353-4655-LM,2002-12-24
12330-51355-AA,2016-04-07
8079-3955-HO,2019-08-11
72167-47308-DA,2013-04-29
34524-89176-EL,2017-09-14
36544-8811-IM,2018-12-27
57796-10934-AD,2019-08-13
61301-76695-LF,2009-11-05
28080-96626-AH,2019-01-06
17301-80540-JD,2016-10-05
25511-82686-BA,2019-03-14
98542-1569-BA,2016-10-20
81412-13527-NE,2010-04-21
26299-16822-JK,2015-08-22
69794-21681-JB,2018-07-19
95473-25088-NJ,2017-08-21
67067-57510-HL,1992-06-15
56508-76625-EF,2018-10-18
3746-99796-BM,2016-02-01
50482-96209-DM,2016-05-29
13036-20034-ML,2009-09-12
76506-93013-LB,1997-07-20
90796-7752-KE,2016-02-04
78128-35970-BH,1983-09-20
64461-77518-GG,2005-03-29
55786-91131-JL,2012-05-14
73593-24865-EG,2008-01-13
95345-2841-MD,2011-09-25
67267-14320-FG,2002-11-01
53181-60830-LI,2012-04-29
61847-31892-BK,2007-07-09
56416-19094-FD,2019-02-06
34573-12905-KD,2017-06-11
34501-18994-ID,2019-06-16
92476-6761-OD,2019-05-24
47239-96769-BF,2008-03-13
15768-21103-BB,2016-09-29
30113-74089-OI,2019-01-25
43244-65024-KI,2003-01-27
80201-51468-BG,2007-12-10
85758-83360-LO,2013-11-27
69849-44928-BG,1990-02-13
11997-30192-EK,2018-01-05
45287-39198-JL,2012-09-22
76753-87016-EB,2006-10-22
40827-48056-MG,2018-12-09
43799-501-BB,2018-07-03
95745-80699-BE,2008-08-09
80661-74060-MA,1984-03-08
62887-26602-DO,2016-11-01
8225-34335-IB,2017-12-13
40656-15470-HO,2006-05-30
54948-75978-DJ,2018-09-18
35210-66479-GK,2010-04-17
63958-2012-ID,2006-08-07
64327-76979-MD,2012-09-28
51212-25936-BE,2014-09-20
82362-61917-HF,2010-05-16
586-32563-GG,2014-07-18
77988-60626-KO,2019-08-13
83278-7087-IK,1982-11-29
57981-72370-GI,2016-08-21
75862-44238-HB,2006-04-18
46702-554-GM,2010-12-26
78824-83893-KO,2018-01-01
68368-28591-HK,2003-04-26
20578-96575-AN,2012-11-15
6061-80952-MG,1969-03-05
91506-12633-OL,2018-06-18
94399-25941-JM,2014-09-10
45802-76507-FK,1985-11-22
47160-47324-FN,2010-11-05
29440-24146-DG,2018-09-06
36820-53428-BI,2019-01-29
44188-77102-EE,2009-04-07
3829-73796-JL,2011-12-20
21966-70424-HL,2018-01-21
2973-77857-BJ,2016-04-17
10621-12519-BK,2017-05-01
58026-27963-NL,2017-04-16
84068-22318-GE,2003-03-17
31874-82815-BF,2009-08-07
26949-78192-LJ,2013-12-31
301-32544-AH,2019-02-12
89151-6110-FL,1989-06-26
59078-32616-JN,1978-04-05
73753-51556-BM,2019-08-15
511-88267-BI,2010-10-08
29938-92491-LH,2019-04-15
55737-79059-MN,2002-07-15
76197-18340-GB,2011-05-19
54935-36239-DJ,2017-07-06
2828-78876-FB,2019-07-05
48870-69412-EB,2019-06-15
96978-98024-MD,2018-09-20
7348-2765-FB,2018-11-04
79844-7046-EO,2017-10-25
40652-24690-KB,1992-05-25
70283-91973-LG,1987-02-28
89109-54346-DE,2019-03-19
12408-98589-JF,1997-06-24
8801-17275-LF,2019-08-10
42415-68693-NL,2016-03-18
25562-33723-HG,2019-08-25
3008-32133-EI,2019-03-11
22174-77465-OF,2019-03-21
59169-43387-EE,2016-09-23
65111-25351-OE,2017-09-23
544-7587-FM,2010-01-01
86534-65941-II,2017-08-26
55345-40895-FE,1996-06-05
54575-80761-BL,2019-07-29
97203-46447-DH,2019-02-10
65306-31591-BA,2007-12-05
68215-42666-OJ,2009-10-31
58177-1795-IK,1997-01-31
34493-9039-ON,2014-11-12
51330-39220-NG,1994-09-29
93318-17822-BN,1992-09-20
24644-23329-MJ,2011-03-10
41812-47366-DF,2013-09-05
10222-88939-JA,2016-05-31
50127-68789-NK,2005-11-05
80568-64594-IJ,2013-06-02
7845-759-NO,2014-01-02
90482-77521-DB,1991-07-03
91046-95830-DA,2017-12-13
94815-39849-EM,2019-07-22
21032-73361-JJ,2019-05-16
24814-14725-GL,2014-08-06
6130-61074-HO,2004-05-04
655-72382-DG,1995-02-26
497-90804-OK,2018-09-28
61687-7316-BA,2016-04-03
87023-75414-KB,2005-09-21
59387-56940-DE,2015-02-06
13969-73532-DM,1997-12-12
81576-13811-HO,1999-06-30
14930-53554-OK,1988-03-14
38838-23402-IK,2016-05-18
12535-24216-NF,2003-08-04
20385-62176-OL,2014-04-24
98887-40805-IE,1998-12-20
93880-98194-BH,2019-05-11
6282-66572-HN,2015-12-25
1527-24529-IN,2016-08-03
40759-76464-EE,1973-06-21
95133-53818-ON,2019-04-01
1704-80676-EK,2018-04-15
59499-85109-FF,2007-11-15
53974-80372-NB,2000-10-18
50380-33563-DD,2014-02-13
35432-69709-MN,1998-06-15
44616-15310-LN,1996-05-13
80341-31548-HG,2011-11-11
41554-51226-OJ,2003-01-08
50404-48182-KI,2007-09-30
37427-23735-GJ,2017-11-26
23625-38848-MO,2010-10-08
56151-45303-OF,2011-02-28
16106-80403-FA,2019-01-17
3915-40699-DF,2013-05-16
854-83108-GA,2014-08-18
47867-14345-KM,2018-08-24
18688-66567-BB,2018-07-18
39917-99858-MF,2017-08-12
38179-51267-BF,2001-01-20
37408-99218-AK,2019-07-16
2381-88466-KN,2012-04-03
65837-76682-OB,2015-11-30
42437-21100-ED,2018-02-11
27557-322-HO,2019-07-07
14586-18043-JE,2003-04-17
33774-95252-MD,1990-06-05
54937-5642-FD,2018-12-23
27927-60833-OD,2017-05-30
76668-54675-AI,2008-06-12
70270-14247-OG,2017-12-11
32893-31521-BH,2017-09-01
56618-71162-BK,2015-05-26
21118-48068-NO,2016-04-03
61230-38725-HK,2018-08-09
24737-87042-BN,2017-09-12
73480-41883-KM,2009-05-13
33267-53263-FM,2006-06-25
84718-25646-EF,2018-07-09
96179-7826-GF,2004-08-26
69385-8382-GB,2015-03-22
57174-70309-BL,2013-10-30
72849-13575-MK,2016-03-28
1671-82341-BF,2017-11-26
72429-94351-FB,1992-10-29
35138-19590-BL,2014-10-15
9939-77873-IM,2005-10-03
29391-8429-MO,2018-10-17
36199-94215-MK,2010-12-20
5849-98915-IB,1973-11-27
57914-86785-HL,2019-08-13
37469-7697-NJ,2000-05-18
64242-99155-HH,2019-01-08
53043-7289-AN,2001-09-20
77055-85425-HL,1986-03-02
62894-14353-BB,1959-10-29
27502-96409-KF,2019-05-18
55981-72589-NF,1984-06-18
64946-23038-IN,2014-12-05
23311-91480-KN,2018-01-14
23996-89210-EJ,2010-05-20
76627-84585-IL,2015-05-01
62524-25469-HM,1977-02-27
86626-33620-BN,1996-08-24
10806-969-JK,2017-10-23
48575-73662-NI,2010-12-01
95278-16055-HH,2001-06-05
99618-96065-IF,2019-07-19
35446-88800-EG,2019-02-03
19506-38572-GJ,1995-09-28
57356-58870-MI,2012-02-07
7895-80464-JJ,2010-02-26
30139-93234-DM,2017-06-17
30811-40863-OG,2016-03-04
2887-14837-DG,2015-09-10
28403-16946-ON,2005-01-20
98349-61869-LI,2013-10-23
35194-97121-JN,2013-10-03
20418-2227-BD,2017-12-23
28940-64671-EI,2013-12-04
23144-99619-BA,1990-11-19
58477-7695-BF,2009-03-06
61607-92570-JL,2017-03-19
79645-90640-OO,2017-09-05
49776-93467-EA,2019-08-30
39565-97463-JF,2014-02-05
83188-70255-DN,2001-11-08
54539-83782-OE,2015-03-09
43085-90317-AG,2018-03-04
86698-79739-LA,2004-10-22
71720-73220-HO,1980-11-10
10412-73006-JB,2019-08-06
40907-87398-HB,2018-07-27
39897-15273-HI,2018-08-22
27440-47647-OE,2017-08-14
10380-12304-AE,1999-05-11
41387-65863-AL,2003-12-24
76972-45666-BN,2016-12-12
94409-80227-BM,2017-07-24
70904-6617-EB,2019-02-15
25219-84163-EE,2011-09-19
51561-65185-LB,2019-03-02
50569-87832-BJ,2016-06-11
34488-63069-NG,2017-07-09
93261-3524-FB,2017-11-11
15405-38438-OE,2019-03-03
80504-75803-EK,2004-12-03
11903-22970-AG,2014-08-31
84509-1919-HI,2018-12-16
44169-39435-BB,2018-09-24
3684-80673-LB,2006-08-19
62225-25600-OB,2017-07-04
99978-69322-IG,2006-09-14
25032-73969-FL,2015-01-14
20405-88513-DM,2016-08-04
8353-66252-IM,2018-09-18
11643-65694-HN,2008-07-12
24821-57903-NK,2018-09-14
13448-70012-ON,2015-12-11
73361-16687-LD,2006-04-07
80104-58829-JG,2007-11-24
28397-62130-OA,2010-04-16
53387-48626-OK,2012-11-16
50452-74095-IB,2004-08-30
53318-67133-IB,2016-06-14
53883-1132-AH,2019-05-19
64334-43097-OA,2005-01-21
75451-31222-NF,2015-10-17
8705-88346-JL,1998-06-26
99666-32027-GG,2018-09-18
34836-22016-LI,2019-01-07
89219-22641-OA,2016-02-15
27684-70806-OE,2019-06-08
52791-49776-BJ,2013-09-16
58707-97787-IF,2019-05-28
92810-19268-KB,1994-10-04
91439-37471-FF,2008-08-09
28681-33421-MO,2014-06-12
50329-60777-AO,1978-08-17
34518-33579-GO,2009-03-05
87263-89639-LA,2015-10-11
35280-81866-IG,2012-10-31
70300-18903-IN,2019-08-27
7563-93783-BO,1988-06-12
7841-15888-EI,2008-02-12
44204-61354-BN,2019-06-25
52213-49552-AF,2019-03-26
97248-23019-FB,2019-08-15
82871-70578-AK,2016-07-21
77860-82686-ED,2003-09-15
69877-45733-OD,2015-07-24
62420-65575-OM,2017-03-26
49164-81437-MO,2014-01-17
16681-51228-HE,1996-03-08
72567-77612-AH,2019-06-04
97608-91436-IN,2014-08-30
21563-37793-BH,2019-04-15
69525-61195-IN,2017-01-17
8161-15981-MA,2010-01-25
99643-11705-BF,2016-08-21
34324-75005-OF,2016-10-18
57055-31422-ED,2012-11-09
53619-82077-AH,1987-10-18
29902-24885-LH,2008-05-27
93423-86464-KL,2006-04-07
5131-97229-HE,2018-02-06
23430-26622-BK,2018-04-04
63103-8909-HN,2017-08-22
61326-98527-NL,2018-12-14
57983-46044-MF,1999-09-01
52562-11311-BH,2002-10-19
9931-26134-LI,2013-02-23
69813-6032-GB,2011-02-23
28062-39954-BH,2019-02-04
29675-64167-FJ,2011-08-15
18648-85366-FJ,2012-06-12
28916-66132-MA,2016-06-06
56480-71114-AA,2014-01-22
21012-31363-NI,2003-10-05
47087-70763-LM,2014-07-07
80906-9520-JB,2018-09-20
34051-45007-LB,2019-07-25
49542-66406-ED,2018-04-16
33052-59094-GI,1998-04-24
71661-1399-IJ,2019-08-12
12882-94291-JB,2010-04-16
31859-85849-NB,2018-03-27
35144-94993-GN,2013-04-26
24989-33895-GE,2018-04-23
50755-95548-BB,2008-01-14
5633-20965-IB,2019-02-12
58999-36227-OI,2019-03-25
75325-46909-GA,2006-11-13
6639-94071-IK,2011-11-29
88688-7885-KA,2010-09-12
41615-18654-BD,2008-05-27
96478-24787-KN,1998-11-12
50614-24648-BN,2005-04-25
51874-54976-EA,1995-01-07
87744-69121-JK,2001-11-27
24264-71630-JA,2019-07-28
73478-14227-GE,2016-10-24
73448-20777-MB,2006-11-18
31716-87883-IB,2015-02-06
96008-49301-NB,2013-01-24
87788-34906-JB,2019-07-07
26073-68902-IB,1993-11-13
43749-92620-EI,2014-06-25
40041-66528-JE,2010-03-29
54364-77191-HG,1982-01-04
35257-94370-IG,2001-03-04
87732-96763-KH,2013-11-03
3484-4880-HI,2014-05-30
40539-20374-DK,2016-11-15
20763-2669-MN,2005-11-28
30099-50835-HB,2005-11-13
56539-52224-AO,2016-03-06
14493-51928-ML,2017-04-13
36105-2614-BA,2019-01-11
76690-55905-DE,2008-12-07
96981-2203-IH,2019-02-11
83366-24031-DE,2005-08-27
81076-58338-DB,2018-06-12
86720-10098-HD,2012-12-19
68696-32405-BF,2017-12-18
44420-39504-FG,2009-03-22
53153-67482-MA,2019-03-14
82696-63904-EG,2012-07-04
81337-87277-NO,2017-02-28
23570-78128-LF,1967-04-15
93694-77608-OF,2008-08-30
95037-87511-GI,1995-11-18
12283-90922-NL,2003-07-08
24036-33196-GO,2019-04-05
54149-71567-OD,2017-09-01
84436-20241-LL,2005-09-15
14645-12806-AI,2019-03-03
60972-65663-MM,2019-07-18
96949-84864-BK,2012-01-29
47836-42622-GA,2018-05-28
39413-12159-GL,2003-12-21
97773-67554-FM,2003-03-06
67094-83967-DG,2019-04-21
82093-21522-FJ,2014-06-15
86274-97560-BD,2017-12-05
6685-78174-MA,2016-07-04
99790-15612-NF,2004-11-16
47908-69526-NG,1994-07-13
35921-28587-GG,2004-10-12
5421-87174-IJ,2016-12-09
9944-44890-JF,2018-09-29
8757-27883-FI,2019-07-02
20777-32286-MO,2017-03-07
88992-78683-IM,2018-09-16
27298-13059-JL,2016-08-20
1758-68827-NM,2014-09-22
11565-14187-HA,1976-06-18
45183-66095-IE,2012-01-28
87277-80711-BF,2004-08-31
2939-86958-GN,2019-05-29
69245-45868-OO,2007-08-17
32498-106-GN,2019-01-17
16434-49384-DM,2017-11-17
11701-56058-HJ,2015-09-08
58082-65625-FF,2015-12-29
93868-81627-NI,2013-07-13
16755-2159-FI,2017-02-02
39196-77279-JK,2012-04-17
68386-17973-FO,2017-05-10
88897-40451-BF,2018-11-27
26097-87181-BB,2015-09-06
59106-69705-GH,2019-07-08
13781-52139-KF,1996-11-26
9267-29833-BJ,1996-06-23
65813-60845-MO,2019-07-04
91700-75951-LH,2008-05-10
49251-4566-GL,2014-03-05
41277-8593-IB,2015-02-12
43883-71703-BD,2013-10-14
87225-36800-BB,2012-01-14
66976-34767-NA,2005-01-17
11261-82897-GH,1965-06-05
49905-14508-NF,2005-04-16
14346-54524-FF,2019-06-07
82794-3514-NL,2019-07-05
42315-62873-HO,2014-02-03
50492-72015-KK,2019-02-18
4897-98337-BI,1999-07-28
4232-20185-GI,2018-02-02
68106-91222-NE,2016-09-24
50556-51781-OL,2015-01-01
23966-89556-DB,2015-12-24
23414-46241-KI,2016-09-23
78210-61943-EL,2016-09-17
16934-95009-HM,2016-10-06
3052-66044-BD,2012-03-06
94187-67408-GF,2014-05-04
37453-30553-IL,1968-12-01
65207-44565-AG,2019-07-31
76790-7352-LN,2008-09-07
48973-79241-GF,2015-06-04
7488-99507-KA,2019-07-14
56650-70437-MI,2002-07-27
2211-65849-GG,2017-05-04
15675-37557-JJ,1987-11-21
39502-77461-BF,2014-05-12
60906-86-AG,2012-08-08
52494-68829-FM,2012-06-10
6897-84026-IB,2015-07-19
85773-89760-BM,2017-08-17
93744-37862-KL,2019-08-28
59623-29195-BE,2016-12-01
63121-28159-IG,2004-06-06
87919-87565-OD,2016-02-21
31969-12999-HB,2015-06-27
22741-23607-GD,1997-11-22
87058-81390-FE,2002-12-20
49834-1068-BA,2017-09-22
81666-91780-BB,2007-03-25
59216-39212-ME,2010-10-11
32873-80426-FG,2018-06-16
58616-37733-GB,2008-01-14
87763-57421-GB,2014-12-02
66369-47085-OM,1971-07-27
98390-8051-HI,2015-11-29
77446-24749-JO,2012-04-25
32698-10579-FN,1994-03-29
47203-89775-LI,2018-10-28
93394-83881-GA,1997-10-27
71215-52698-KE,2013-11-18
63533-77788-IJ,1999-02-01
36051-46069-BN,2018-05-14
21646-6420-BO,2007-05-07
43639-18128-EJ,1996-06-19
83484-10075-AI,1998-09-15
49611-92303-FN,2018-08-03
90143-17471-DL,2013-09-25
29605-64505-MD,2019-04-29
96337-47929-FN,2014-08-20
96157-84051-GH,2019-05-05
79426-1202-LJ,2003-08-17
17697-64699-FD,2018-12-24
24658-2633-BE,2019-01-10
81101-986-DB,2002-12-29
1968-14913-BA,2011-04-29
78860-63821-IA,2012-02-26
66340-86160-BH,2017-05-05
14154-672-JD,2019-04-30
68132-85843-BB,2010-10-21
34811-24728-DL,2008-10-08
93275-73129-LH,2007-12-19
72485-46072-FK,2008-09-08
17647-8996-BG,2018-03-13
71115-93547-LF,1982-11-10
24031-33428-LI,2017-03-01
33191-59949-OJ,2015-12-08
43102-64939-KD,2018-09-19
61409-54008-BH,1977-07-22
60266-90454-AG,1997-08-04
46266-39811-DI,2018-08-19
36980-77262-IA,2007-05-21
76389-35753-GD,2014-12-19
2756-37680-EL,2015-03-31
15370-87290-DH,2013-02-08
12110-24712-ML,2018-09-13
31593-64010-FJ,1994-05-24
32748-19361-OA,2016-08-17
63234-98458-BB,2019-08-11
4689-41727-MB,2014-09-18
15775-15504-OE,2017-08-02
17830-22772-JE,2017-01-03
82758-75189-AB,2007-02-12
83649-20011-AE,2008-01-06
25641-89098-HJ,2019-02-20
13298-60809-IJ,2011-01-26
41244-73325-BB,2017-11-01
35038-82443-OB,2018-05-23
98698-28780-EO,2019-08-01
49893-45435-OO,2018-11-08
19163-76771-GD,1993-01-21
70823-58497-JK,1968-12-07
58981-18748-BG,2009-08-27
17509-33752-IB,1997-05-30
31689-81789-FO,2019-05-15
64087-98071-BA,2002-09-03
91884-26257-OB,2018-08-31
66708-50972-MD,2019-07-25
51460-62495-DK,2016-12-27
35439-34324-LB,2003-04-08
46585-19030-HH,2016-08-03
86023-61210-BO,2017-06-07
51168-55040-BB,2007-01-29
30310-38721-MB,2011-08-11
16586-78071-DL,2019-08-24
54100-68139-HB,2000-04-26
87090-77125-LI,2012-01-07
47675-33240-AO,2013-06-19
86093-87171-LD,2019-08-07
81711-59120-OF,2016-08-25
90640-8573-LM,2009-01-04
24030-23556-MB,2015-10-23
1325-52359-LK,2019-06-11
2848-42223-HK,2007-04-19
39519-81872-BE,2005-10-19
76187-44843-HA,2015-12-16
29699-90997-BB,2013-08-06
78370-84556-OE,1976-07-04
87623-53451-BK,1989-01-07
48072-18201-GH,2019-07-21
45933-8767-DO,2016-05-23
7697-7491-EK,2016-04-25
7480-46349-MB,2011-03-02
84388-61065-IM,2017-08-23
5034-78292-II,2018-03-11
30313-94467-II,2019-02-12
10967-27990-DH,2016-12-22
88555-19792-AF,2019-08-29
16474-11588-KD,2015-04-30
91010-36976-IL,2013-12-07
96407-87119-FG,2005-02-05
44867-98798-NK,2007-01-22
3650-54810-KI,2019-01-23
95196-9157-BM,2016-06-19
71547-56459-DH,2016-04-18
41261-76478-BI,2014-01-20
28741-18004-NF,2011-01-09
31605-55580-EL,2019-02-26
24109-38957-NE,2006-05-01
80015-77512-AH,2007-06-10
31626-35480-DB,2004-04-17
89953-26758-HA,2001-08-19
10112-2499-NK,2016-11-11
64016-38773-NF,2006-12-17
50389-5520-MO,2018-07-22
43680-96153-NO,2005-06-20
31644-96489-BI,2017-01-12
33355-67925-EB,1998-07-22
80609-69131-EM,2016-10-10
37917-34597-JD,2017-12-12
730-42595-OA,2000-06-18
32862-86762-LM,2002-10-23
95527-27738-BE,2019-06-28
98108-49479-KA,2000-06-19
96574-37401-DD,1993-07-28
15464-34818-NA,2010-02-28
27614-6023-HK,2004-12-24
89048-47809-KL,2018-12-19
97709-7813-JH,2017-09-15
52596-37924-NK,2019-08-30
12850-88584-OH,2014-09-29
90708-45547-HH,2010-05-16
89991-64342-DA,2013-03-15
17807-4236-OM,1998-04-26
46760-22033-DK,2006-03-11
72132-28647-AB,2001-03-23
93667-82338-KO,2016-08-22
10004-57685-MF,2006-10-30
420-2785-JA,2018-04-10
82198-74359-NJ,2013-01-25
77217-43177-ML,2009-03-25
31667-21527-JF,2018-11-16
28503-84399-GD,2017-10-21
77899-24463-IB,2004-07-15
77278-13708-AD,2018-06-23
9178-28065-IB,2015-10-29
51448-91813-FJ,2008-03-05
53110-71308-IF,2019-07-02
79318-58979-BF,2019-05-20
88668-46427-HL,2010-03-10
28417-73476-HJ,2004-08-17
61237-68519-HE,2015-12-20
4275-76070-LB,2019-02-18
34473-15738-KA,2010-11-09
67251-34790-BG,2016-04-19
54120-34866-IB,2007-01-04
1492-99051-IF,2008-04-23
34862-99054-FB,2000-04-15
59412-61382-DJ,2018-09-26
46340-54245-OE,2019-04-25
23008-79088-BA,2016-01-18
8241-51400-LB,2018-07-10
84854-12113-LE,2019-05-22
8110-15780-GJ,2017-05-20
85742-81858-OM,2018-11-01
57290-27514-HM,2006-12-26
97674-6730-IH,2010-07-27
91108-61105-BH,1976-02-29
16085-71350-BN,2017-11-19
24456-65628-FI,1988-09-11
5370-84456-NF,2009-06-29
49588-58624-AB,2013-11-15
18133-84053-NB,2016-12-14
13568-28769-BO,2008-01-20
91582-13845-BK,1987-11-25
60029-85464-BB,2018-12-27
26253-90537-JF,2017-05-04
20609-29277-EA,2018-03-29
54403-35632-DK,2019-03-03
31380-97218-DK,2014-02-16
50328-55079-BG,2015-10-25
58947-93496-HN,2019-07-18
45375-31837-JL,1977-08-15
50802-72593-HD,2015-03-26
41951-16715-JJ,2018-07-09
83323-3259-EL,2015-09-03
22696-56585-BE,2017-04-10
1778-30211-EL,2015-04-02
78538-15202-KL,2003-05-20
87257-75546-JF,2016-02-08
46974-24448-DB,2019-03-14
42439-77900-LL,2019-01-09
17016-88812-BB,2012-01-20
2333-96504-BG,1995-05-24
50341-79772-ON,1980-10-22
30329-59421-EA,1999-02-17
70488-15593-OI,2015-01-06
65477-29378-BB,2018-09-09
3137-74963-JE,2006-07-12
27786-87577-AK,2016-09-17
5211-81163-GE,2012-08-03
97826-249-IE,2019-02-17
26949-42221-HI,2019-07-28
2940-96735-AA,2018-09-16
90853-80711-KH,2019-08-05
95222-89107-NO,1991-05-17
81584-38647-AB,2018-03-18
93838-36052-LI,2015-12-27
95919-83138-BO,2011-09-11
34938-10672-EM,2010-05-05
50724-51229-LO,2009-02-11
45873-25726-DG,2014-08-24
98458-29926-KB,2008-06-19
61679-18958-NL,2011-11-21
7484-37274-EA,2019-04-12
32003-75141-BN,2012-06-06
65500-88713-KO,2018-01-09
68960-63998-BH,2011-08-02
20683-97428-BA,2004-07-09
54981-27122-FD,2019-04-04
49232-60101-KL,2017-09-02
8067-46510-GI,1990-05-22
92288-61366-GO,2010-09-26
82523-54891-BL,2018-11-21
43404-2293-MD,1976-11-30
59311-93299-BE,2017-09-07
67996-48193-EL,2017-05-11
71560-25511-FA,2019-03-15
60953-28516-BI,2003-08-14
79978-24201-KO,2017-01-01
4227-39574-JM,2016-05-16
68609-44150-ON,2019-03-12
1707-80041-MO,2017-06-19
61959-12277-OL,2019-08-10
69001-5947-FJ,2014-12-27
61956-87397-BB,2015-05-28
16903-34587-EH,2013-09-28
20577-94058-AA,2016-08-09
67433-10904-OE,2010-11-16
32890-87446-MM,2004-12-29
66049-45318-LH,2012-09-22
49844-42006-BO,1998-01-29
45156-27050-BG,2018-01-13
33362-37487-ML,2014-01-13
11018-59661-IG,2017-05-08
56795-42026-NE,2017-11-10
30661-49269-KF,2004-07-09
90994-7383-GO,2019-05-26
88789-98169-DF,2011-05-30
32040-57273-FM,2007-07-05
21270-18848-MB,1983-06-07
41218-33928-JA,2017-07-01
56963-18345-KE,2010-04-21
67482-13098-KK,2019-05-09
31925-68798-HD,2009-06-23
87860-14706-AG,2001-08-24
91122-66005-LJ,2007-09-29
97307-65348-JE,2017-09-10
13681-14947-BE,1977-09-25
39344-28392-OD,2019-08-30
13998-42146-MI,2015-03-31
37678-7320-LO,2018-04-08
20995-4772-MJ,2016-12-06
96838-52469-HO,2017-08-26
19544-21470-EH,2015-07-24
51995-91687-NI,1997-02-26
51658-12317-LD,2010-05-06
88011-35788-AN,2018-12-10
84872-56411-AG,2016-12-16
15040-28263-NF,2019-06-05
56620-19630-MK,1967-09-29
40729-8442-GI,2012-12-16
6058-4379-AG,2019-01-14
15303-2174-ED,2017-07-11
13332-5652-HG,2016-03-11
21261-8240-KA,2007-02-02
44700-48507-BF,2016-04-17
40775-29545-HF,2006-07-03
5550-94550-HO,2018-08-25
89416-61146-DE,1993-07-11
96002-61138-AB,1979-12-07
84606-23140-ID,2014-06-26
39586-56832-FI,1994-08-04
4180-74862-IO,2017-05-09
982-22918-OM,2013-12-27
35224-45639-IM,2018-03-18
94981-46896-MB,1999-05-03
98791-38387-FH,2016-09-17
53722-46276-LH,1998-01-11
3695-66710-GN,2019-08-28
